kind,code,class_name,prof,room1,room2,date1,date2,start,end,kwan
교선,AK00212,세상을바꾼기술,김명진,3501,,수,,12:00,14:50,월당관
교선,AK00029,"남과북,밥·꿈·칼의100년전쟁",한홍구,M205,,수,,15:00,17:50,미가엘관
교선,AD00033,대학합창II,차피득,9301,,수,,15:00,17:50,성미가엘성당&피츠버그홀
교선,AD00193,실용음악의이해와감상Ⅱ(대중음악),하지원,7107,,화,,15:00,16:50,새천년관
교선,AD00162,사교무용-탱고,장소정,5C301,,수,,12:00,13:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,13:00,13:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,14:00,14:50,나눔관
교선,AK00021,요가,하지혜,5C301,,금,,15:00,15:50,나눔관
교선,AK00193,생활달리기,미지정(채용중),1503,,수,,09:00,10:50,승연관
교선,AK00196,모두의그라운드:축구,김동혁,1503,,수,,12:00,13:50,승연관
교선,AK00080,대학생사회공헌프로젝트2,임정아,M404,,금,,15:00,17:50,미가엘관
